time,prod_1,prod_2,prod_3,prod_4,prod_5
2021-01-05 05:00:00+00:00,,,,,
2021-01-05 06:00:00+00:00,,,,,
2021-01-05 07:00:00+00:00,,,,,
2021-01-05 08:00:00+00:00,,,,,
2021-01-05 09:00:00+00:00,,,,,
2021-01-05 10:00:00+00:00,,,,,
2021-01-05 11:00:00+00:00,,,,,
2021-01-05 12:00:00+00:00,,,,,
2021-01-05 13:00:00+00:00,,,,,
2021-01-05 14:00:00+00:00,,,,,
2021-01-05 15:00:00+00:00,,,,,
2021-01-05 16:00:00+00:00,,,,,
2021-01-05 17:00:00+00:00,,,,,
2021-01-05 18:00:00+00:00,,,,,
2021-01-05 19:00:00+00:00,,,,,
2021-01-05 20:00:00+00:00,,,,,
2021-01-05 21:00:00+00:00,,,,,
2021-01-05 22:00:00+00:00,,,,,
2021-01-05 23:00:00+00:00,,,,,
2021-01-06 00:00:00+00:00,,,,,
2021-01-06 01:00:00+00:00,,,,,
2021-01-06 02:00:00+00:00,,,,,
2021-01-06 03:00:00+00:00,,,,,
2021-01-06 04:00:00+00:00,,,,,
2021-01-06 05:00:00+00:00,,,,,
2021-01-06 06:00:00+00:00,,,,,
2021-01-06 07:00:00+00:00,,,,,
2021-01-06 08:00:00+00:00,,,,,
2021-01-06 09:00:00+00:00,,,,,
2021-01-06 10:00:00+00:00,,,,,
2021-01-06 11:00:00+00:00,26.2,26.2,26.2,26.2,26.2
2021-01-06 12:00:00+00:00,30.1,30.1,30.1,30.1,30.1
2021-01-06 13:00:00+00:00,17.9,17.9,17.9,17.9,17.9
2021-01-06 14:00:00+00:00,33.2,33.2,33.2,33.2,33.2
2021-01-06 15:00:00+00:00,4.4,4.4,4.4,4.4,4.4
2021-01-06 16:00:00+00:00,,,,,
2021-01-06 17:00:00+00:00,,,,,
2021-01-06 18:00:00+00:00,,,,,
2021-01-06 19:00:00+00:00,,,,,
2021-01-06 20:00:00+00:00,,,,,
2021-01-06 21:00:00+00:00,,,,,
2021-01-06 22:00:00+00:00,,,,,
2021-01-06 23:00:00+00:00,,,,,
2021-01-07 00:00:00+00:00,,,,,
2021-01-07 01:00:00+00:00,,,,,
2021-01-07 02:00:00+00:00,,,,,
2021-01-07 03:00:00+00:00,,,,,
2021-01-07 04:00:00+00:00,,,,,
2021-01-07 05:00:00+00:00,,,,,
2021-01-07 06:00:00+00:00,,,,,
2021-01-07 07:00:00+00:00,,,,,
2021-01-07 08:00:00+00:00,23.7,23.7,23.7,23.7,23.7
2021-01-07 09:00:00+00:00,36.3,36.3,36.3,36.3,36.3
2021-01-07 10:00:00+00:00,50.8,50.8,50.8,50.8,50.8
2021-01-07 11:00:00+00:00,64.5,64.5,64.5,64.5,64.5
2021-01-07 12:00:00+00:00,96.5,96.5,96.5,96.5,96.5
2021-01-07 13:00:00+00:00,64.9,64.9,64.9,64.9,64.9
2021-01-07 14:00:00+00:00,51.1,51.1,51.1,51.1,51.1
2021-01-07 15:00:00+00:00,34.4,34.4,34.4,34.4,34.4
2021-01-07 16:00:00+00:00,,,,,
2021-01-07 17:00:00+00:00,,,,,
2021-01-07 18:00:00+00:00,,,,,
2021-01-07 19:00:00+00:00,,,,,
2021-01-07 20:00:00+00:00,,,,,
2021-01-07 21:00:00+00:00,,,,,
2021-01-07 22:00:00+00:00,,,,,
2021-01-07 23:00:00+00:00,,,,,
2021-01-08 00:00:00+00:00,,,,,
2021-01-08 01:00:00+00:00,,,,,
2021-01-08 02:00:00+00:00,,,,,
2021-01-08 03:00:00+00:00,,,,,
2021-01-08 04:00:00+00:00,,,,,
2021-01-08 05:00:00+00:00,,,,,
2021-01-08 06:00:00+00:00,,,,,
2021-01-08 07:00:00+00:00,,,,,
2021-01-08 08:00:00+00:00,44.5,44.5,44.5,44.5,44.5
2021-01-08 09:00:00+00:00,99.5,99.5,99.5,99.5,99.5
2021-01-08 10:00:00+00:00,158.7,158.7,158.7,158.7,158.7
2021-01-08 11:00:00+00:00,89.7,89.7,89.7,89.7,89.7
2021-01-08 12:00:00+00:00,106,106,106,106,106
2021-01-08 13:00:00+00:00,123.2,123.2,123.2,123.2,123.2
2021-01-08 14:00:00+00:00,187.3,187.3,187.3,187.3,187.3
2021-01-08 15:00:00+00:00,21.4,21.4,21.4,21.4,21.4
2021-01-08 16:00:00+00:00,,,,,
2021-01-08 17:00:00+00:00,,,,,
2021-01-08 18:00:00+00:00,,,,,
2021-01-08 19:00:00+00:00,,,,,
2021-01-08 20:00:00+00:00,,,,,
2021-01-08 21:00:00+00:00,,,,,
2021-01-08 22:00:00+00:00,,,,,
2021-01-08 23:00:00+00:00,,,,,
2021-01-09 00:00:00+00:00,,,,,
2021-01-09 01:00:00+00:00,,,,,
2021-01-09 02:00:00+00:00,,,,,
2021-01-09 03:00:00+00:00,,,,,
2021-01-09 04:00:00+00:00,,,,,
2021-01-09 05:00:00+00:00,,,,,
2021-01-09 06:00:00+00:00,,,,,
2021-01-09 07:00:00+00:00,,,,,
2021-01-09 08:00:00+00:00,60.7,60.7,60.7,60.7,60.7
2021-01-09 09:00:00+00:00,354.1,354.1,354.1,354.1,354.1
2021-01-09 10:00:00+00:00,548.9,548.9,548.9,548.9,548.9
2021-01-09 11:00:00+00:00,622.1,622.1,622.1,622.1,622.1
2021-01-09 12:00:00+00:00,593.7,593.7,593.7,593.7,593.7
2021-01-09 13:00:00+00:00,570.4,570.4,570.4,570.4,570.4
2021-01-09 14:00:00+00:00,379.7,379.7,379.7,379.7,379.7
2021-01-09 15:00:00+00:00,164.9,164.9,164.9,164.9,164.9
2021-01-09 16:00:00+00:00,,,,,
2021-01-09 17:00:00+00:00,,,,,
2021-01-09 18:00:00+00:00,,,,,
2021-01-09 19:00:00+00:00,,,,,
2021-01-09 20:00:00+00:00,,,,,
2021-01-09 21:00:00+00:00,,,,,
2021-01-09 22:00:00+00:00,,,,,
2021-01-09 23:00:00+00:00,,,,,
2021-01-10 00:00:00+00:00,,,,,
2021-01-10 01:00:00+00:00,,,,,
2021-01-10 02:00:00+00:00,,,,,
2021-01-10 03:00:00+00:00,,,,,
2021-01-10 04:00:00+00:00,,,,,
2021-01-10 05:00:00+00:00,,,,,
2021-01-10 06:00:00+00:00,,,,,
2021-01-10 07:00:00+00:00,,,,,
2021-01-10 08:00:00+00:00,115.3,115.3,115.3,115.3,115.3
2021-01-10 09:00:00+00:00,359,359,359,359,359
2021-01-10 10:00:00+00:00,546,546,546,546,546
2021-01-10 11:00:00+00:00,631.3,631.3,631.3,631.3,631.3
2021-01-10 12:00:00+00:00,633.1,633.1,633.1,633.1,633.1
2021-01-10 13:00:00+00:00,532.2,532.2,532.2,532.2,532.2
2021-01-10 14:00:00+00:00,288.3,288.3,288.3,288.3,288.3
2021-01-10 15:00:00+00:00,112.4,112.4,112.4,112.4,112.4
2021-01-10 16:00:00+00:00,,,,,
2021-01-10 17:00:00+00:00,,,,,
2021-01-10 18:00:00+00:00,,,,,
2021-01-10 19:00:00+00:00,,,,,
2021-01-10 20:00:00+00:00,,,,,
2021-01-10 21:00:00+00:00,,,,,
2021-01-10 22:00:00+00:00,,,,,
2021-01-10 23:00:00+00:00,,,,,
2021-01-11 00:00:00+00:00,,,,,
2021-01-11 01:00:00+00:00,,,,,
2021-01-11 02:00:00+00:00,,,,,
2021-01-11 03:00:00+00:00,,,,,
2021-01-11 04:00:00+00:00,,,,,
2021-01-11 05:00:00+00:00,,,,,
2021-01-11 06:00:00+00:00,,,,,
2021-01-11 07:00:00+00:00,2.1,2.1,2.1,2.1,2.1
2021-01-11 08:00:00+00:00,25.3,25.3,25.3,25.3,25.3
2021-01-11 09:00:00+00:00,75.4,75.4,75.4,75.4,75.4
2021-01-11 10:00:00+00:00,70.8,70.8,70.8,70.8,70.8
2021-01-11 11:00:00+00:00,47.9,47.9,47.9,47.9,47.9
2021-01-11 12:00:00+00:00,81.7,81.7,81.7,81.7,81.7
2021-01-11 13:00:00+00:00,67,67,67,67,67
2021-01-11 14:00:00+00:00,55.3,55.3,55.3,55.3,55.3
2021-01-11 15:00:00+00:00,36.8,36.8,36.8,36.8,36.8
2021-01-11 16:00:00+00:00,,,,,
2021-01-11 17:00:00+00:00,,,,,
2021-01-11 18:00:00+00:00,,,,,
2021-01-11 19:00:00+00:00,,,,,
2021-01-11 20:00:00+00:00,,,,,
2021-01-11 21:00:00+00:00,,,,,
2021-01-11 22:00:00+00:00,,,,,
2021-01-11 23:00:00+00:00,,,,,
2021-01-12 00:00:00+00:00,,,,,
2021-01-12 01:00:00+00:00,,,,,
2021-01-12 02:00:00+00:00,,,,,
2021-01-12 03:00:00+00:00,,,,,
2021-01-12 04:00:00+00:00,,,,,
2021-01-12 05:00:00+00:00,,,,,
2021-01-12 06:00:00+00:00,,,,,
2021-01-12 07:00:00+00:00,0.6,0.6,0.6,0.6,0.6
2021-01-12 08:00:00+00:00,9.9,9.9,9.9,9.9,9.9
2021-01-12 09:00:00+00:00,25.5,25.5,25.5,25.5,25.5
2021-01-12 10:00:00+00:00,47.5,47.5,47.5,47.5,47.5
2021-01-12 11:00:00+00:00,57.3,57.3,57.3,57.3,57.3
2021-01-12 12:00:00+00:00,61.2,61.2,61.2,61.2,61.2
2021-01-12 13:00:00+00:00,50.1,50.1,50.1,50.1,50.1
2021-01-12 14:00:00+00:00,40.7,40.7,40.7,40.7,40.7
2021-01-12 15:00:00+00:00,9.6,9.6,9.6,9.6,9.6
2021-01-12 16:00:00+00:00,,,,,
2021-01-12 17:00:00+00:00,,,,,
2021-01-12 18:00:00+00:00,,,,,
2021-01-12 19:00:00+00:00,,,,,
2021-01-12 20:00:00+00:00,,,,,
2021-01-12 21:00:00+00:00,,,,,
2021-01-12 22:00:00+00:00,,,,,
2021-01-12 23:00:00+00:00,,,,,
2021-01-13 00:00:00+00:00,,,,,
2021-01-13 01:00:00+00:00,,,,,
2021-01-13 02:00:00+00:00,,,,,
2021-01-13 03:00:00+00:00,,,,,
2021-01-13 04:00:00+00:00,,,,,
2021-01-13 05:00:00+00:00,,,,,
2021-01-13 06:00:00+00:00,,,,,
2021-01-13 07:00:00+00:00,0.9,0.9,0.9,0.9,0.9
2021-01-13 08:00:00+00:00,19.1,19.1,19.1,19.1,19.1
2021-01-13 09:00:00+00:00,33.7,33.7,33.7,33.7,33.7
2021-01-13 10:00:00+00:00,51.5,51.5,51.5,51.5,51.5
2021-01-13 11:00:00+00:00,66.8,66.8,66.8,66.8,66.8
2021-01-13 12:00:00+00:00,46.2,46.2,46.2,46.2,46.2
2021-01-13 13:00:00+00:00,50,50,50,50,50
2021-01-13 14:00:00+00:00,34.1,34.1,34.1,34.1,34.1
2021-01-13 15:00:00+00:00,15,15,15,15,15
2021-01-13 16:00:00+00:00,,,,,
2021-01-13 17:00:00+00:00,,,,,
2021-01-13 18:00:00+00:00,,,,,
2021-01-13 19:00:00+00:00,,,,,
2021-01-13 20:00:00+00:00,,,,,
2021-01-13 21:00:00+00:00,,,,,
2021-01-13 22:00:00+00:00,,,,,
2021-01-13 23:00:00+00:00,,,,,
2021-01-14 00:00:00+00:00,,,,,
2021-01-14 01:00:00+00:00,,,,,
2021-01-14 02:00:00+00:00,,,,,
2021-01-14 03:00:00+00:00,,,,,
2021-01-14 04:00:00+00:00,,,,,
2021-01-14 05:00:00+00:00,,,,,
2021-01-14 06:00:00+00:00,,,,,
2021-01-14 07:00:00+00:00,1.9,1.9,1.9,1.9,1.9
2021-01-14 08:00:00+00:00,27,27,27,27,27
2021-01-14 09:00:00+00:00,77.7,77.7,77.7,77.7,77.7
2021-01-14 10:00:00+00:00,44.7,44.7,44.7,44.7,44.7
2021-01-14 11:00:00+00:00,70.4,70.4,70.4,70.4,70.4
2021-01-14 12:00:00+00:00,95.5,95.5,95.5,95.5,95.5
2021-01-14 13:00:00+00:00,95.2,95.2,95.2,95.2,95.2
2021-01-14 14:00:00+00:00,74.2,74.2,74.2,74.2,74.2
2021-01-14 15:00:00+00:00,24.3,24.3,24.3,24.3,24.3
2021-01-14 16:00:00+00:00,,,,,
2021-01-14 17:00:00+00:00,,,,,
2021-01-14 18:00:00+00:00,,,,,
2021-01-14 19:00:00+00:00,,,,,
2021-01-14 20:00:00+00:00,,,,,
2021-01-14 21:00:00+00:00,,,,,
2021-01-14 22:00:00+00:00,,,,,
2021-01-14 23:00:00+00:00,,,,,
2021-01-15 00:00:00+00:00,,,,,
2021-01-15 01:00:00+00:00,,,,,
2021-01-15 02:00:00+00:00,,,,,
2021-01-15 03:00:00+00:00,,,,,
2021-01-15 04:00:00+00:00,,,,,
2021-01-15 05:00:00+00:00,,,,,
2021-01-15 06:00:00+00:00,,,,,
2021-01-15 07:00:00+00:00,0.7,0.7,0.7,0.7,0.7
2021-01-15 08:00:00+00:00,6.1,6.1,6.1,6.1,6.1
2021-01-15 09:00:00+00:00,51.9,51.9,51.9,51.9,51.9
2021-01-15 10:00:00+00:00,291.9,291.9,291.9,291.9,291.9
2021-01-15 11:00:00+00:00,662.1,662.1,662.1,662.1,662.1
2021-01-15 12:00:00+00:00,353,353,353,353,353
2021-01-15 13:00:00+00:00,276.2,276.2,276.2,276.2,276.2
2021-01-15 14:00:00+00:00,110.2,110.2,110.2,110.2,110.2
2021-01-15 15:00:00+00:00,19.2,19.2,19.2,19.2,19.2
2021-01-15 16:00:00+00:00,,,,,
2021-01-15 17:00:00+00:00,,,,,
2021-01-15 18:00:00+00:00,,,,,
2021-01-15 19:00:00+00:00,,,,,
2021-01-15 20:00:00+00:00,,,,,
2021-01-15 21:00:00+00:00,,,,,
2021-01-15 22:00:00+00:00,,,,,
2021-01-15 23:00:00+00:00,,,,,
2021-01-16 00:00:00+00:00,,,,,
2021-01-16 01:00:00+00:00,,,,,
2021-01-16 02:00:00+00:00,,,,,
2021-01-16 03:00:00+00:00,,,,,
2021-01-16 04:00:00+00:00,,,,,
2021-01-16 05:00:00+00:00,,,,,
2021-01-16 06:00:00+00:00,,,,,
2021-01-16 07:00:00+00:00,3.2,3.2,3.2,3.2,3.2
2021-01-16 08:00:00+00:00,25.2,25.2,25.2,25.2,25.2
2021-01-16 09:00:00+00:00,27.2,27.2,27.2,27.2,27.2
2021-01-16 10:00:00+00:00,44,44,44,44,44
2021-01-16 11:00:00+00:00,49.9,49.9,49.9,49.9,49.9
2021-01-16 12:00:00+00:00,58.2,58.2,58.2,58.2,58.2
2021-01-16 13:00:00+00:00,47.2,47.2,47.2,47.2,47.2
2021-01-16 14:00:00+00:00,33.1,33.1,33.1,33.1,33.1
2021-01-16 15:00:00+00:00,10,10,10,10,10
2021-01-16 16:00:00+00:00,,,,,
2021-01-16 17:00:00+00:00,,,,,
2021-01-16 18:00:00+00:00,,,,,
2021-01-16 19:00:00+00:00,,,,,
2021-01-16 20:00:00+00:00,,,,,
2021-01-16 21:00:00+00:00,,,,,
2021-01-16 22:00:00+00:00,,,,,
2021-01-16 23:00:00+00:00,,,,,
2021-01-17 00:00:00+00:00,,,,,
2021-01-17 01:00:00+00:00,,,,,
2021-01-17 02:00:00+00:00,,,,,
2021-01-17 03:00:00+00:00,,,,,
2021-01-17 04:00:00+00:00,,,,,
2021-01-17 05:00:00+00:00,,,,,
2021-01-17 06:00:00+00:00,,,,,
2021-01-17 07:00:00+00:00,2.9,2.9,2.9,2.9,2.9
2021-01-17 08:00:00+00:00,54.5,54.5,54.5,54.5,54.5
2021-01-17 09:00:00+00:00,97.8,97.8,97.8,97.8,97.8
2021-01-17 10:00:00+00:00,268.1,268.1,268.1,268.1,268.1
2021-01-17 11:00:00+00:00,515.7,515.7,515.7,515.7,515.7
2021-01-17 12:00:00+00:00,192.9,192.9,192.9,192.9,192.9
2021-01-17 13:00:00+00:00,167.6,167.6,167.6,167.6,167.6
2021-01-17 14:00:00+00:00,320,320,320,320,320
2021-01-17 15:00:00+00:00,176.3,176.3,176.3,176.3,176.3
2021-01-17 16:00:00+00:00,,,,,
2021-01-17 17:00:00+00:00,,,,,
2021-01-17 18:00:00+00:00,,,,,
2021-01-17 19:00:00+00:00,,,,,
2021-01-17 20:00:00+00:00,,,,,
2021-01-17 21:00:00+00:00,,,,,
2021-01-17 22:00:00+00:00,,,,,
2021-01-17 23:00:00+00:00,,,,,
2021-01-18 00:00:00+00:00,,,,,
2021-01-18 01:00:00+00:00,,,,,
2021-01-18 02:00:00+00:00,,,,,
2021-01-18 03:00:00+00:00,,,,,
2021-01-18 04:00:00+00:00,,,,,
2021-01-18 05:00:00+00:00,,,,,
2021-01-18 06:00:00+00:00,,,,,
2021-01-18 07:00:00+00:00,7,7,7,7,7
2021-01-18 08:00:00+00:00,106.5,106.5,106.5,106.5,106.5
2021-01-18 09:00:00+00:00,263.9,263.9,263.9,263.9,263.9
2021-01-18 10:00:00+00:00,452.2,452.2,452.2,452.2,452.2
2021-01-18 11:00:00+00:00,317.4,317.4,317.4,317.4,317.4
2021-01-18 12:00:00+00:00,313.4,313.4,313.4,313.4,313.4
2021-01-18 13:00:00+00:00,380.3,380.3,380.3,380.3,380.3
2021-01-18 14:00:00+00:00,286.9,286.9,286.9,286.9,286.9
2021-01-18 15:00:00+00:00,55.9,55.9,55.9,55.9,55.9
2021-01-18 16:00:00+00:00,,,,,
2021-01-18 17:00:00+00:00,,,,,
2021-01-18 18:00:00+00:00,,,,,
2021-01-18 19:00:00+00:00,,,,,
2021-01-18 20:00:00+00:00,,,,,
2021-01-18 21:00:00+00:00,,,,,
2021-01-18 22:00:00+00:00,,,,,
2021-01-18 23:00:00+00:00,,,,,
2021-01-19 00:00:00+00:00,,,,,
2021-01-19 01:00:00+00:00,,,,,
2021-01-19 02:00:00+00:00,,,,,
2021-01-19 03:00:00+00:00,,,,,
2021-01-19 04:00:00+00:00,,,,,
2021-01-19 05:00:00+00:00,,,,,
2021-01-19 06:00:00+00:00,,,,,
2021-01-19 07:00:00+00:00,1.6,1.6,1.6,1.6,1.6
2021-01-19 08:00:00+00:00,24,24,24,24,24
2021-01-19 09:00:00+00:00,40,40,40,40,40
2021-01-19 10:00:00+00:00,95.9,95.9,95.9,95.9,95.9
2021-01-19 11:00:00+00:00,92.8,92.8,92.8,92.8,92.8
2021-01-19 12:00:00+00:00,179.4,179.4,179.4,179.4,179.4
2021-01-19 13:00:00+00:00,161.2,161.2,161.2,161.2,161.2
2021-01-19 14:00:00+00:00,63.7,63.7,63.7,63.7,63.7
2021-01-19 15:00:00+00:00,23.7,23.7,23.7,23.7,23.7
2021-01-19 16:00:00+00:00,,,,,
2021-01-19 17:00:00+00:00,,,,,
2021-01-19 18:00:00+00:00,,,,,
2021-01-19 19:00:00+00:00,,,,,
2021-01-19 20:00:00+00:00,,,,,
2021-01-19 21:00:00+00:00,,,,,
2021-01-19 22:00:00+00:00,,,,,
2021-01-19 23:00:00+00:00,,,,,
2021-01-20 00:00:00+00:00,,,,,
2021-01-20 01:00:00+00:00,,,,,
2021-01-20 02:00:00+00:00,,,,,
2021-01-20 03:00:00+00:00,,,,,
2021-01-20 04:00:00+00:00,,,,,
2021-01-20 05:00:00+00:00,,,,,
2021-01-20 06:00:00+00:00,,,,,
2021-01-20 07:00:00+00:00,1.5,1.5,1.5,1.5,1.5
2021-01-20 08:00:00+00:00,21.3,21.3,21.3,21.3,21.3
2021-01-20 09:00:00+00:00,83,83,83,83,83
2021-01-20 10:00:00+00:00,163.1,163.1,163.1,163.1,163.1
2021-01-20 11:00:00+00:00,370,370,370,370,370
2021-01-20 12:00:00+00:00,398.6,398.6,398.6,398.6,398.6
2021-01-20 13:00:00+00:00,338.4,338.4,338.4,338.4,338.4
2021-01-20 14:00:00+00:00,181.8,181.8,181.8,181.8,181.8
2021-01-20 15:00:00+00:00,42.7,42.7,42.7,42.7,42.7
2021-01-20 16:00:00+00:00,,,,,
2021-01-20 17:00:00+00:00,,,,,
2021-01-20 18:00:00+00:00,,,,,
2021-01-20 19:00:00+00:00,,,,,
2021-01-20 20:00:00+00:00,,,,,
2021-01-20 21:00:00+00:00,,,,,
2021-01-20 22:00:00+00:00,,,,,
2021-01-20 23:00:00+00:00,,,,,
2021-01-21 00:00:00+00:00,,,,,
2021-01-21 01:00:00+00:00,,,,,
2021-01-21 02:00:00+00:00,,,,,
2021-01-21 03:00:00+00:00,,,,,
2021-01-21 04:00:00+00:00,,,,,
2021-01-21 05:00:00+00:00,,,,,
2021-01-21 06:00:00+00:00,,,,,
2021-01-21 07:00:00+00:00,11.6,11.6,11.6,11.6,11.6
2021-01-21 08:00:00+00:00,53,53,53,53,53
2021-01-21 09:00:00+00:00,107.4,107.4,107.4,107.4,107.4
2021-01-21 10:00:00+00:00,95.4,95.4,95.4,95.4,95.4
2021-01-21 11:00:00+00:00,117.2,117.2,117.2,117.2,117.2
2021-01-21 12:00:00+00:00,71.9,71.9,71.9,71.9,71.9
2021-01-21 13:00:00+00:00,53.6,53.6,53.6,53.6,53.6
2021-01-21 14:00:00+00:00,23.1,23.1,23.1,23.1,23.1
2021-01-21 15:00:00+00:00,10.5,10.5,10.5,10.5,10.5
2021-01-21 16:00:00+00:00,,,,,
2021-01-21 17:00:00+00:00,,,,,
2021-01-21 18:00:00+00:00,,,,,
2021-01-21 19:00:00+00:00,,,,,
2021-01-21 20:00:00+00:00,,,,,
2021-01-21 21:00:00+00:00,,,,,
2021-01-21 22:00:00+00:00,,,,,
2021-01-21 23:00:00+00:00,,,,,
2021-01-22 00:00:00+00:00,,,,,
2021-01-22 01:00:00+00:00,,,,,
2021-01-22 02:00:00+00:00,,,,,
2021-01-22 03:00:00+00:00,,,,,
2021-01-22 04:00:00+00:00,,,,,
2021-01-22 05:00:00+00:00,,,,,
2021-01-22 06:00:00+00:00,,,,,
2021-01-22 07:00:00+00:00,1.8,1.8,1.8,1.8,1.8
2021-01-22 08:00:00+00:00,34.1,34.1,34.1,34.1,34.1
2021-01-22 09:00:00+00:00,132.5,132.5,132.5,132.5,132.5
2021-01-22 10:00:00+00:00,191.8,191.8,191.8,191.8,191.8
2021-01-22 11:00:00+00:00,220,220,220,220,220
2021-01-22 12:00:00+00:00,239,239,239,239,239
2021-01-22 13:00:00+00:00,549.2,549.2,549.2,549.2,549.2
2021-01-22 14:00:00+00:00,206.1,206.1,206.1,206.1,206.1
2021-01-22 15:00:00+00:00,110.2,110.2,110.2,110.2,110.2
2021-01-22 16:00:00+00:00,,,,,
2021-01-22 17:00:00+00:00,,,,,
2021-01-22 18:00:00+00:00,,,,,
2021-01-22 19:00:00+00:00,,,,,
2021-01-22 20:00:00+00:00,,,,,
2021-01-22 21:00:00+00:00,,,,,
2021-01-22 22:00:00+00:00,,,,,
2021-01-22 23:00:00+00:00,,,,,
2021-01-23 00:00:00+00:00,,,,,
2021-01-23 01:00:00+00:00,,,,,
2021-01-23 02:00:00+00:00,,,,,
2021-01-23 03:00:00+00:00,,,,,
2021-01-23 04:00:00+00:00,,,,,
2021-01-23 05:00:00+00:00,,,,,
2021-01-23 06:00:00+00:00,,,,,
2021-01-23 07:00:00+00:00,1.2,1.2,1.2,1.2,1.2
2021-01-23 08:00:00+00:00,13.9,13.9,13.9,13.9,13.9
2021-01-23 09:00:00+00:00,41.7,41.7,41.7,41.7,41.7
2021-01-23 10:00:00+00:00,50.6,50.6,50.6,50.6,50.6
2021-01-23 11:00:00+00:00,167.8,167.8,167.8,167.8,167.8
